turns,victory_status,winner,white_rating,black_rating,opening_name,opening_ply,increment_code
39,mate,white,1569,1569,Nimzo-Larsen Attack: Classical Variation,2,25+15
94,resign,black,1563,1498,French Defense: Tarrasch Variation,5,30+0
37,resign,white,1903,1512,Nimzo-Indian Defense: Ragozin Variation,8,10+10
37,mate,white,1612,1450,Caro-Kann Defense: Exchange Variation,5,20+0
34,resign,white,1327,1450,Caro-Kann Defense: Hillbilly Attack,3,15+15
41,outoftime,white,1245,1450,Caro-Kann Defense: Advance Variation,5,10+0
30,resign,black,1921,1451,Latvian Gambit,4,15+7
51,resign,white,1462,1464,Global Opening,3,10+0
79,mate,white,1450,1486,King's Gambit Accepted ,6,10+0
83,resign,white,1439,1418,King's Gambit Accepted ,5,10+0
14,resign,black,1728,1500,Italian Game: Two Knights Defense,6,8+8
21,resign,white,1547,1563,Alekhine Defense: Scandinavian Variation,4,10+0
47,resign,white,1863,1567,Alekhine Defense,2,10+0
38,resign,white,1559,1423,Horwitz Defense,2,10+0
34,resign,black,1570,1611,Modern Defense: Geller's System,7,10+0
39,resign,white,1562,1582,Alekhine Defense,6,10+0
43,resign,white,1576,1386,Queen's Pawn Game: Mason Attack,3,5+9
41,mate,white,1353,1595,Caro-Kann Defense: Accelerated Panov Attack,3,5+8
49,resign,white,1591,1326,Queen's Pawn Game: Mason Attack,3,16+7
38,outoftime,black,1560,1580,Alekhine Defense: Scandinavian Variation,4,10+10
70,outoftime,black,1727,1574,Scandinavian Defense: Modern Variation #2,4,5+5
48,resign,black,1579,1841,Indian Game: East Indian Defense,4,10+0
50,resign,black,1877,1558,French Defense: Steinitz Variation #2,11,10+0
57,resign,white,1536,1962,Trompowsky Attack,3,10+0
148,outoftime,draw,1529,1763,Queen's Pawn Game: Mason Attack,3,10+0
62,mate,black,1590,1515,Scandinavian Defense: Modern Variation #2,4,10+7
29,resign,white,1653,1522,Dutch Defense,2,10+0
52,mate,black,1675,1505,Scandinavian Defense: Panov Transfer,6,10+0
26,mate,black,1547,1491,Scandinavian Defense: Panov Transfer,6,10+0
59,resign,black,1507,1399,Englund Gambit,2,10+0
195,draw,draw,1496,1703,London System,5,10+0
56,resign,black,1482,1484,Scandinavian Defense: Modern Variation #2,4,10+0
40,resign,black,1486,1909,Modern Defense,2,10+0
31,mate,white,1919,1488,English Opening: Caro-Kann Defensive System,2,10+0
60,resign,black,1488,2192,Indian Game,2,10+0
45,resign,white,1470,1684,Queen's Pawn Game: Mason Attack,3,10+0
63,draw,draw,1465,1659,Dutch Defense: Fianchetto Attack,3,5+8
17,resign,white,1586,1473,Queen's Pawn Game: London System,5,10+0
34,resign,white,1548,1488,Alekhine Defense,6,10+0
36,mate,black,1500,1501,Indian Game,2,10+0
62,mate,black,1509,1487,Alekhine Defense: Modern Variation ,8,10+0
46,draw,draw,1356,1491,Scandinavian Defense,2,7+5
34,resign,black,1495,1771,Indian Game,2,10+0
38,resign,white,1529,1639,French Defense: Knight Variation,3,5+5
107,resign,white,1631,1537,Philidor Defense: Hanham Variation,6,5+5
42,resign,black,1546,1621,Sicilian Defense #2,6,5+5
35,resign,white,1568,1636,French Defense: Pelikan Variation,5,5+5
122,mate,black,1354,1631,French Defense: Schlechter Variation,5,5+5
71,mate,white,1626,1384,Sicilian Defense: Chekhover Variation,7,5+5
42,resign,black,1639,1813,Modern Defense: Mongredien Defense #2,6,5+5
11,resign,white,1646,939,Slav Defense,4,5+5
54,resign,black,1657,1678,Pirc Defense: Classical Variation,8,5+5
58,resign,white,1667,1668,Modern Defense: Three Pawns Attack,5,5+5
42,resign,black,1683,1599,King's Gambit Declined ,4,5+5
116,draw,draw,1596,1686,Modern Defense,2,5+5
74,mate,black,1769,1659,English Opening: Great Snake Variation,2,5+5
54,mate,black,1668,1761,Horwitz Defense,2,5+5
85,resign,white,1752,1677,English Opening: Anglo-Indian Defense,2,5+5
38,resign,black,1688,1743,Sicilian Defense: Kan Variation ,10,5+5
41,resign,white,1582,1704,French Defense: Knight Variation,3,5+5
121,mate,white,1693,1666,Sicilian Defense: Chekhover Variation,7,5+5
30,resign,black,1676,1680,French Defense: Knight Variation,3,5+5
64,resign,black,1142,1679,Queen's Pawn Game #2,3,10+3
15,mate,white,1678,1148,Danish Gambit Accepted ,10,10+3
40,resign,black,1154,1676,Mieses Opening,1,10+3
128,draw,draw,1686,1098,Carr Defense,2,10+3
48,resign,black,1102,1685,Polish Opening,1,10+3
51,mate,white,1684,1107,French Defense: Mediterranean Defense,4,10+3
71,resign,black,1493,1678,French Defense #2,2,5+5
60,resign,white,1525,1693,Queen's Pawn Game: Zukertort Variation,3,5+5
58,mate,black,1709,1681,Horwitz Defense,2,5+5
60,resign,black,1692,1699,Bird Opening: Dutch Variation,2,5+5
40,resign,white,1688,1704,English Opening: Great Snake Variation,2,5+5
29,outoftime,white,1699,1497,English Opening: Caro-Kann Defensive System,2,5+5
98,resign,black,1703,1943,English Opening: Anglo-Indian Defense,2,5+5
71,resign,black,1694,1692,French Defense: Marshall Variation,6,5+5
135,draw,draw,1696,1564,English Opening: Great Snake Variation,2,5+5
34,mate,black,1572,1688,French Defense: Exchange Variation,5,5+5
60,mate,black,1392,1684,French Defense: Tarrasch Variation ,6,5+5
47,resign,black,1707,1696,English Opening: Symmetrical Variation ,3,5+5
23,resign,white,1684,1720,Queen's Gambit Refused: Albin Countergambit ,7,5+5
78,mate,black,1733,1672,English Opening: Symmetrical Variation,2,5+5
35,mate,white,1721,1736,King's Indian Defense,6,5+5
53,resign,white,1724,1733,King's Indian Attack,4,5+5
120,mate,black,1746,1712,English Opening: Caro-Kann Defensive System,2,5+5
41,mate,white,1741,1496,English Opening: Agincourt Defense,2,5+5
42,resign,black,1295,1240,Slav Defense: Bonet Gambit,7,15+15
63,resign,white,1430,1302,Queen's Pawn Game: Torre Attack,5,15+2
23,resign,black,1302,1248,Queen's Gambit Refused: Marshall Defense,4,15+2
32,resign,black,1314,1270,Queen's Gambit Accepted: Old Variation,5,10+0
73,resign,white,1445,1314,Queen's Gambit Declined: Queen's Knight Variation,5,15+2
90,resign,black,1321,1451,Queen's Gambit Declined: Modern Variation,7,15+15
41,mate,white,1300,1333,Sicilian Defense: Canal Attack ,6,15+15
43,resign,white,1318,1449,Queen's Gambit Refused: Marshall Defense,4,15+2
38,resign,black,1450,1303,Benoni Defense: Classical Variation ,17,15+2
41,mate,white,1290,1367,Queen's Gambit Accepted: Old Variation,5,15+2
84,resign,black,1300,1330,Queen's Gambit Declined: Exchange Variation ,9,15+2
56,resign,black,1209,1291,Nimzo-Larsen Attack: Modern Variation #4,5,15+2
30,resign,black,1299,1418,Semi-Slav Defense: Accelerated Move Order,6,15+2
6,resign,white,1814,1299,Italian Game,5,40+20
67,resign,white,1348,1308,King's Pawn Game: Wayward Queen Attack,3,15+2
56,resign,black,1318,1366,Queen's Gambit Accepted: Old Variation,5,15+2
103,resign,white,1324,1329,Ponziani Opening: Jaenisch Counterattack,6,15+2
40,mate,black,1345,1187,Queen's Gambit Accepted: Old Variation,5,15+2
52,resign,black,1352,1149,Queen's Gambit Declined: Queen's Knight Variation,5,15+2
57,draw,draw,1350,1429,Queen's Gambit Declined: Exchange Variation ,10,15+2
23,resign,white,1403,1340,Englund Gambit Declined ,3,15+2
39,mate,white,1322,1072,Queen's Gambit Accepted: Old Variation,5,15+2
52,resign,black,1331,1382,Queen's Gambit Refused: Albin Countergambit,4,15+2
41,resign,white,1373,1341,Queen's Gambit Accepted: Rosenthal Variation,6,15+2
33,resign,white,1350,1265,Scotch Game,5,15+15
58,resign,black,1270,1299,Queen's Pawn Game: Chigorin Variation,3,15+15
31,mate,white,1223,1282,Scandinavian Defense: Mieses-Kotroc Variation,4,15+15
15,resign,white,1289,1306,Four Knights Game: Italian Variation,8,15+15
32,resign,black,1007,1268,Italian Game: Hungarian Defense,6,15+15
45,resign,white,1170,1179,Center Game,5,10+0
25,resign,white,1442,1183,Ruy Lopez: Morphy Defense ,8,10+0
15,resign,white,1172,1170,Russian Game: Three Knights Game,5,15+15
62,resign,black,1178,1346,Caro-Kann Defense: Classical Variation,8,15+15
59,resign,white,1171,1190,Italian Game: Classical Variation ,9,15+15
51,resign,white,1175,1329,Ruy Lopez: Morphy Defense ,10,15+15
22,resign,black,1273,1160,Queen's Pawn Game,2,15+15
27,resign,white,1154,974,Philidor Defense,5,10+0
34,resign,black,1167,1122,Ruy Lopez: Berlin Defense #2,6,15+15
79,outoftime,white,1439,1171,Ruy Lopez: Morphy Defense ,10,10+0
73,resign,white,1245,1170,Italian Game: Classical Variation ,9,15+15
74,mate,black,1250,1156,Hungarian Opening,1,10+0
92,resign,black,1164,1263,Ruy Lopez: Morphy Defense ,8,10+0
26,resign,black,1173,1251,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,15+15
40,mate,black,1089,1165,Giuoco Piano,6,15+15
77,resign,white,1278,1173,King's Pawn Game: Macleod Attack,3,10+0
58,resign,black,1178,1391,Ruy Lopez: Classical Variation,6,15+15
51,mate,white,1164,1293,Ruy Lopez: Morphy Defense ,10,15+15
73,outoftime,white,1353,1170,Italian Game: Classical Variation #2,7,10+0
50,mate,black,1030,1162,Queen's Pawn Game: Zukertort Variation,3,15+15
52,resign,black,1176,1118,Petrov's Defense,4,15+15
11,mate,white,1353,1181,Bishop's Opening: Boi Variation,4,15+15
61,resign,white,1184,1184,Scotch Game,5,15+15
19,resign,white,1171,1252,Russian Game: Three Knights Game,5,15+15
51,resign,white,1157,1234,Italian Game: Two Knights Defense ,7,15+15
12,resign,black,1034,1149,Queen's Pawn Game: Chigorin Variation,4,15+15
86,draw,draw,1156,886,Italian Game,5,15+15
27,mate,white,1142,1226,French Defense: Normal Variation,3,15+15
86,mate,black,1042,1133,King's Pawn Game: Leonardis Variation,3,15+15
61,mate,white,1123,1084,Elephant Gambit: Paulsen Countergambit,6,15+15
53,mate,white,1247,1122,King's Pawn Game: Leonardis Variation,3,15+15
50,mate,black,1070,1112,Van't Kruijs Opening,1,15+15
16,resign,white,1099,1173,French Defense: Winawer Variation ,7,15+15
110,outoftime,black,1114,1027,French Defense: Two Knights Variation,5,10+0
45,mate,white,914,1133,Three Knights Opening,5,15+15
93,mate,white,1125,996,Russian Game: Three Knights Game,5,15+15
105,resign,white,1242,1125,Vienna Game: Falkbeer Variation,4,15+15
60,resign,black,1133,1234,Giuoco Piano,6,15+15
58,mate,black,981,1127,Ruy Lopez,6,15+15
65,mate,white,1111,1219,Four Knights Game: Spanish Variation,7,15+15
56,mate,black,1126,1054,Philidor Defense,5,15+15
64,resign,black,1147,908,Goldsmith Defense: Picklepuss Defense,4,15+15
4,resign,black,914,1141,Ware Opening,1,15+15
58,resign,black,1984,1948,Modern Defense: Standard Defense,6,10+0
34,resign,black,1954,2158,Sicilian Defense: Closed Variation,3,10+0
101,resign,white,2008,1954,English Opening: Anglo-Scandinavian Defense ,4,10+0
35,resign,black,1954,2008,Sicilian Defense: Grand Prix Attack,5,10+0
54,resign,black,2008,1954,English Opening: Anglo-Indian Defense,2,10+0
116,resign,black,1954,2008,Nimzo-Larsen Attack: English Variation,2,10+0
115,mate,white,2100,1960,Indian Game,2,10+0
48,draw,draw,1945,1961,Scandinavian Defense: Marshall Variation,6,10+0
56,draw,draw,1982,1960,Scandinavian Defense,2,10+0
54,resign,black,1974,1899,Nimzo-Larsen Attack: Classical Variation,2,10+0
37,resign,white,2068,1982,Pirc Defense: Austrian Attack ,11,10+0
81,resign,white,1959,2028,Nimzo-Larsen Attack,1,10+0
45,resign,white,2005,1969,Bird Opening,1,10+0
161,mate,white,1960,1868,Nimzo-Larsen Attack: English Variation,2,10+0
88,resign,black,1964,2287,Nimzowitsch Defense: Kennedy Variation ,5,10+0
148,draw,draw,1914,1965,Scandinavian Defense: Modern Variation #2,4,10+0
119,mate,white,1951,2049,Nimzo-Larsen Attack: Classical Variation,2,10+0
60,resign,black,2149,1933,Budapest Defense: Adler Variation,7,10+0
34,mate,black,1599,1929,Scandinavian Defense: Icelandic-Palme Gambit,6,10+0
94,resign,black,1882,1919,Scandinavian Defense: Icelandic-Palme Gambit,6,10+0
122,mate,black,1699,1914,Scandinavian Defense: Modern Variation,5,10+0
44,resign,black,1916,2285,Nimzo-Larsen Attack: Symmetrical Variation,2,10+0
26,resign,black,1936,1638,Nimzo-Larsen Attack: Modern Variation #4,5,10+0
116,resign,black,1758,1929,Scandinavian Defense: Modern Variation #2,4,10+0
31,resign,white,1265,1957,Nimzowitsch Defense: Scandinavian Variation ,5,10+0
133,mate,white,1954,1578,King's Indian Defense: Normal Variation ,9,10+0
65,resign,white,1984,2050,Sicilian Defense: Closed,4,5+5
62,mate,black,2050,1627,Reti Opening,2,5+5
62,resign,black,1627,2050,French Defense: Normal Variation,3,5+5
42,mate,black,2050,1627,Zukertort Opening: Slav Invitation,2,5+5
42,resign,black,1627,2050,Alekhine Defense,2,5+5
158,draw,draw,1617,2050,London System,5,5+5
31,resign,white,2050,1852,Scandinavian Defense: Marshall Variation,6,5+5
46,resign,black,1981,2050,English Opening: Anglo-Indian Defense ,4,5+5
20,resign,black,2050,1981,Caro-Kann Defense: Alekhine Gambit,9,5+5
73,mate,white,1901,1164,Ruy Lopez: Morphy Defense ,8,10+5
35,mate,white,1164,1435,Scandinavian Defense: Mieses-Kotroc Variation,4,11+5
71,outoftime,white,1435,1164,Italian Game: Giuoco Pianissimo,7,10+0
46,resign,white,1164,1435,Four Knights Game: Spanish Variation,7,11+5
52,resign,black,1164,1901,Four Knights Game: Spanish Variation ,8,10+5
52,outoftime,black,1245,1228,Ruy Lopez,5,10+0
70,outoftime,black,1287,1099,Sicilian Defense,2,10+0
49,resign,white,1866,1099,Slav Defense: Czech Variation,10,10+15
75,resign,white,1211,1230,Sicilian Defense,2,10+0
61,mate,white,1344,1500,Sicilian Defense,4,10+0
41,resign,white,1834,1500,Philidor Defense: Exchange Variation,8,10+10
46,resign,black,1500,1834,Richter-Veresov Attack,5,10+10
53,mate,white,1635,1500,Blackmar-Diemer Gambit: Teichmann Variation,10,10+5
52,mate,black,1456,1604,Queen's Gambit Accepted,4,10+0
36,resign,black,1378,1318,French Defense: Knight Variation,3,10+0
64,resign,black,1500,1487,Slav Defense #2,5,10+0
65,resign,white,1714,1709,Franco-Benoni Defense,5,15+15
71,resign,white,1613,1729,French Defense: Advance Variation ,9,15+15
50,resign,black,1731,2127,Robatsch (Modern) Defense,4,15+15
54,mate,black,1739,1840,Benoni Defense: King's Pawn Line,11,15+15
76,mate,black,1760,1718,French Defense: Advance Variation #2,7,15+15
61,resign,white,1708,1729,French Defense: Advance Variation,8,15+15
53,resign,white,1721,1643,Queen's Gambit Declined,4,15+15
24,resign,black,1707,1712,French Defense: Tarrasch Variation ,7,15+15
64,mate,black,1170,1662,Scandinavian Defense,2,10+2
51,resign,white,1261,1237,Mieses Opening,1,5+5
71,mate,white,1100,1306,Zukertort Opening: Quiet System,3,10+5
49,mate,white,1590,1100,Philidor Defense: Nimzowitsch Variation,7,10+5
34,mate,black,1100,1590,Zukertort Opening: Reversed Mexican Defense,3,10+5
88,outoftime,black,1302,875,King's Pawn Game: Leonardis Variation,3,5+5
11,draw,draw,1234,1335,Queen's Pawn Game: Symmetrical Variation,4,7+5
11,mate,white,1522,1500,Russian Game: Damiano Variation,6,7+5
86,resign,black,2306,2405,Four Knights Game: Halloween Gambit,7,10+0
58,resign,black,2422,2386,Sicilian Defense: Alapin Variation ,8,10+0
50,resign,black,2373,2356,Sicilian Defense: Lasker-Pelikan Variation ,17,10+0
62,resign,black,2325,2338,Queen's Pawn Game: Symmetrical Variation ,5,10+0
39,resign,white,2336,1830,Scotch Game: Potter Variation,9,10+0
49,resign,white,2334,1836,Ruy Lopez: Bird Variation,6,10+0
43,resign,white,2329,2017,Benoni Defense: Taimanov Variation,15,10+0
84,mate,black,1879,2326,Sicilian Defense: Canal Attack ,6,10+0
41,resign,white,2323,1881,Russian Game: Classical Attack ,16,10+0
48,resign,black,1622,2322,Four Knights Game: Italian Variation ,9,10+0
48,mate,black,1933,2318,Sicilian Defense: Kan Variation ,10,10+0
38,resign,black,1983,2313,Horwitz Defense,2,10+0
41,mate,white,2312,1663,Ruy Lopez: Steinitz Defense,6,10+0
28,resign,black,1866,2309,Zukertort Opening: Sicilian Invitation,2,10+0
74,resign,black,1835,2307,Gruenfeld Defense: Three Knights Variation ,9,10+0
29,resign,white,2300,2041,Nimzo-Indian Defense: Ragozin Variation,8,10+0
45,resign,white,2288,2148,Petrov's Defense,4,10+0
61,mate,white,2283,1947,Queen's Gambit Declined: Three Knights Variation,7,10+0
19,resign,white,2275,2016,Caro-Kann Defense: Karpov Variation ,12,10+0
48,resign,black,1909,2271,Sicilian Defense: Alapin Variation ,8,10+0
41,resign,white,2263,2006,Nimzo-Indian Defense: Three Knights Variation,7,10+0
30,resign,black,1293,2263,Alekhine Defense,2,10+0
55,mate,white,2257,1922,Sicilian Defense: Accelerated Dragon ,9,10+0
72,resign,black,2191,2239,Sicilian Defense: Kan Variation ,10,10+0
78,resign,black,1380,2239,Queen's Gambit Declined,4,10+0
34,resign,black,1796,2235,Indian Game: East Indian Defense,4,10+0
56,mate,black,1879,2230,Sicilian Defense: Lasker-Pelikan Variation ,11,10+0
49,resign,white,2217,2059,Dutch Defense: Classical Variation ,15,10+0
72,mate,black,2336,2185,Sicilian Defense: Kan Variation ,10,10+0
70,resign,white,2175,1936,Pirc Defense: Austrian Attack ,11,10+5
83,resign,white,2161,1984,Scotch Game: Classical Variation,8,10+5
57,resign,white,2150,1915,King's Indian Defense,6,10+5
39,resign,black,1976,2135,Sicilian Defense: Alapin Variation ,6,10+5
56,resign,black,1830,2126,English Opening: Anglo-Gruenfeld Defense,4,10+5
46,resign,black,2001,2105,English Opening: King's English Variation ,6,10+5
31,mate,white,2104,1344,Philidor Defense,5,10+5
66,resign,black,1918,2086,Sicilian Defense: Old Sicilian,4,10+5
52,resign,white,2082,1500,Nimzo-Indian Defense: Three Knights Variation,7,10+5
100,resign,black,1774,2071,Sicilian Defense: Kan Variation,8,10+5
10,resign,black,1778,2059,Sicilian Defense: Open,8,10+5
49,resign,black,1783,2045,Sicilian Defense: Najdorf Variation,10,10+5
100,mate,black,1788,2029,Sicilian Defense: Lasker-Pelikan Variation ,11,10+5
107,resign,white,1609,2109,Semi-Slav Defense,8,10+5
44,mate,black,1701,2100,Sicilian Defense: Smith-Morra Gambit #2,3,10+5
27,resign,white,2091,1704,Scandinavian Defense: Mieses-Kotroc Variation,4,10+5
72,resign,black,1931,2061,Four Knights Game: Spanish Variation ,8,10+5
21,outoftime,white,1408,1396,Queen's Gambit Declined,4,180+0
91,mate,white,1398,1383,Queen's Gambit Declined,4,10+0
35,resign,white,1387,1399,Slav Defense: Exchange Variation,5,10+0
50,mate,black,1394,1512,Queen's Gambit Refused: Marshall Defense,4,10+0
56,resign,black,1479,1381,Sicilian Defense: Old Sicilian,4,10+0
37,resign,white,1371,1374,Queen's Gambit Declined,4,10+0
66,resign,black,1372,1360,Sicilian Defense: Old Sicilian,4,10+0
40,resign,white,1351,1287,French Defense: Mediterranean Defense,4,10+0
32,mate,black,1209,1265,Van Geet Opening,1,20+0
26,mate,black,1221,1820,English Opening: The Whale,3,17+5
89,mate,white,1332,1500,Polish Defense,2,8+0
65,resign,black,1528,1369,Queen's Pawn Game: Zukertort Variation,3,30+0
37,resign,white,1231,1545,Ruy Lopez: Berlin Defense ,8,30+0
48,resign,white,1142,1138,Petrov's Defense #3,6,15+15
54,outoftime,black,1263,1264,Philidor Defense: Exchange Variation #2,7,10+0
43,mate,white,1392,1500,Sicilian Defense,2,15+15
60,resign,black,1906,1834,Queen's Indian Defense: Classical Variation,11,15+0
122,outoftime,black,1841,2015,Old Benoni Defense,2,15+0
49,resign,white,1905,1852,Owen Defense,2,15+0
56,mate,black,1467,1478,Nimzo-Larsen Attack: Modern Variation #3,4,10+0
77,mate,white,1478,1500,Sicilian Defense,3,10+0
60,resign,black,1500,1478,Kadas Opening,1,10+0
33,mate,white,1478,1362,Pirc Defense #4,2,10+0
83,resign,white,1478,1490,Scotch Game,5,15+0
102,mate,black,1453,1466,Ruy Lopez: Steinitz Defense,6,8+5
29,resign,white,1466,1592,Scotch Game,7,5+5
91,resign,white,1466,1582,Philidor Defense #2,4,5+8
34,resign,black,1466,1744,Sicilian Defense: Accelerated Dragon ,9,2+10
59,resign,black,1479,1454,Scotch Game,7,10+0
41,resign,white,1566,1493,Ruy Lopez: Steinitz Defense,6,6+5
54,resign,black,1454,1421,Queen's Gambit Declined: Tarrasch Defense ,6,10+0
43,resign,white,1444,1465,Polish Opening,1,10+0
34,resign,black,1387,1457,King's Indian Defense: Normal Variation ,9,10+0
